subject_ru,levels,type,topic_ru,topic_kz,prompt_ru,prompt_kz,options_ru,options_kz,correct_option_ids,sample_answer_ru,sample_answer_kz,keywords_ru,keywords_kz,explanation_ru,explanation_kz
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 + 6x + 0 = 0 найдите сумму корней.,x^2 + 6x + 0 = 0 теңдеуінің түбірлер қосындысын табыңыз.,0|-5|-6|-7,0|-5|-6|-7,3,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 + 5x - 6 = 0 найдите сумму корней.,x^2 + 5x - 6 = 0 теңдеуінің түбірлер қосындысын табыңыз.,-6|-5|-4|5,-6|-5|-4|5,2,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 + 4x - 12 = 0 найдите сумму корней.,x^2 + 4x - 12 = 0 теңдеуінің түбірлер қосындысын табыңыз.,-5|-12|-4|-3,-5|-12|-4|-3,3,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 + 3x - 18 = 0 найдите сумму корней.,x^2 + 3x - 18 = 0 теңдеуінің түбірлер қосындысын табыңыз.,-4|-18|-3|-2,-4|-18|-3|-2,3,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 + 2x - 24 = 0 найдите сумму корней.,x^2 + 2x - 24 = 0 теңдеуінің түбірлер қосындысын табыңыз.,-2|-3|-24|-1,-2|-3|-24|-1,1,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 + 1x - 30 = 0 найдите сумму корней.,x^2 + 1x - 30 = 0 теңдеуінің түбірлер қосындысын табыңыз.,-30|0|-1|-2,-30|0|-1|-2,3,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 - 0x - 36 = 0 найдите сумму корней.,x^2 - 0x - 36 = 0 теңдеуінің түбірлер қосындысын табыңыз.,1|0|-36|-1,1|0|-36|-1,2,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 - 1x - 42 = 0 найдите сумму корней.,x^2 - 1x - 42 = 0 теңдеуінің түбірлер қосындысын табыңыз.,-42|2|1|0,-42|2|1|0,3,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 - 2x - 48 = 0 найдите сумму корней.,x^2 - 2x - 48 = 0 теңдеуінің түбірлер қосындысын табыңыз.,3|1|2|-48,3|1|2|-48,3,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 - 3x - 54 = 0 найдите сумму корней.,x^2 - 3x - 54 = 0 теңдеуінің түбірлер қосындысын табыңыз.,2|4|-54|3,2|4|-54|3,4,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 + 14x + 45 = 0 найдите сумму корней.,x^2 + 14x + 45 = 0 теңдеуінің түбірлер қосындысын табыңыз.,45|-13|-15|-14,45|-13|-15|-14,4,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,medium,single_choice,Квадратные уравнения,Квадрат теңдеулер,У уравнения x^2 + 13x + 40 = 0 найдите сумму корней.,x^2 + 13x + 40 = 0 теңдеуінің түбірлер қосындысын табыңыз.,-13|-12|40|-14,-13|-12|40|-14,1,,,,,По теореме Виета сумма корней равна коэффициенту при x с противоположным знаком.,Виет теоремасы бойынша түбірлер қосындысы x коэффициентіне қарама-қарсы таңбамен тең.
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 9x в точке x=-3.,f(x)=1x^3 - 6x^2 - 9x функциясының туындысын x=-3 нүктесінде табыңыз.,56|53|55|54,56|53|55|54,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 9x в точке x=-2.,f(x)=1x^3 - 6x^2 - 9x функциясының туындысын x=-2 нүктесінде табыңыз.,26|29|28|27,26|29|28|27,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 9x в точке x=-1.,f(x)=1x^3 - 6x^2 - 9x функциясының туындысын x=-1 нүктесінде табыңыз.,7|8|6|5,7|8|6|5,3,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 9x в точке x=0.,f(x)=1x^3 - 6x^2 - 9x функциясының туындысын x=0 нүктесінде табыңыз.,-8|-9|-7|-10,-8|-9|-7|-10,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 9x в точке x=1.,f(x)=1x^3 - 6x^2 - 9x функциясының туындысын x=1 нүктесінде табыңыз.,-19|-18|-17|-16,-19|-18|-17|-16,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 9x в точке x=2.,f(x)=1x^3 - 6x^2 - 9x функциясының туындысын x=2 нүктесінде табыңыз.,-22|-21|-20|-19,-22|-21|-20|-19,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 9x в точке x=3.,f(x)=1x^3 - 6x^2 - 9x функциясының туындысын x=3 нүктесінде табыңыз.,-18|-17|-19|-16,-18|-17|-19|-16,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 8x в точке x=-3.,f(x)=1x^3 - 6x^2 - 8x функциясының туындысын x=-3 нүктесінде табыңыз.,54|56|57|55,54|56|57|55,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 8x в точке x=-2.,f(x)=1x^3 - 6x^2 - 8x функциясының туындысын x=-2 нүктесінде табыңыз.,30|29|28|27,30|29|28|27,3,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 8x в точке x=-1.,f(x)=1x^3 - 6x^2 - 8x функциясының туындысын x=-1 нүктесінде табыңыз.,7|9|8|6,7|9|8|6,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 8x в точке x=0.,f(x)=1x^3 - 6x^2 - 8x функциясының туындысын x=0 нүктесінде табыңыз.,-7|-8|-9|-6,-7|-8|-9|-6,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 8x в точке x=1.,f(x)=1x^3 - 6x^2 - 8x функциясының туындысын x=1 нүктесінде табыңыз.,-17|-15|-18|-16,-17|-15|-18|-16,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 8x в точке x=2.,f(x)=1x^3 - 6x^2 - 8x функциясының туындысын x=2 нүктесінде табыңыз.,-18|-21|-20|-19,-18|-21|-20|-19,3,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 8x в точке x=3.,f(x)=1x^3 - 6x^2 - 8x функциясының туындысын x=3 нүктесінде табыңыз.,-16|-15|-17|-18,-16|-15|-17|-18,3,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 7x в точке x=-3.,f(x)=1x^3 - 6x^2 - 7x функциясының туындысын x=-3 нүктесінде табыңыз.,56|57|55|58,56|57|55|58,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 7x в точке x=-2.,f(x)=1x^3 - 6x^2 - 7x функциясының туындысын x=-2 нүктесінде табыңыз.,29|28|31|30,29|28|31|30,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 7x в точке x=-1.,f(x)=1x^3 - 6x^2 - 7x функциясының туындысын x=-1 нүктесінде табыңыз.,8|9|10|7,8|9|10|7,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 7x в точке x=0.,f(x)=1x^3 - 6x^2 - 7x функциясының туындысын x=0 нүктесінде табыңыз.,-6|-5|-8|-7,-6|-5|-8|-7,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 7x в точке x=1.,f(x)=1x^3 - 6x^2 - 7x функциясының туындысын x=1 нүктесінде табыңыз.,-15|-16|-14|-17,-15|-16|-14|-17,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 7x в точке x=2.,f(x)=1x^3 - 6x^2 - 7x функциясының туындысын x=2 нүктесінде табыңыз.,-20|-19|-18|-17,-20|-19|-18|-17,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 7x в точке x=3.,f(x)=1x^3 - 6x^2 - 7x функциясының туындысын x=3 нүктесінде табыңыз.,-15|-16|-17|-14,-15|-16|-17|-14,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 6x в точке x=-3.,f(x)=1x^3 - 6x^2 - 6x функциясының туындысын x=-3 нүктесінде табыңыз.,59|57|56|58,59|57|56|58,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 6x в точке x=-2.,f(x)=1x^3 - 6x^2 - 6x функциясының туындысын x=-2 нүктесінде табыңыз.,31|29|30|32,31|29|30|32,3,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 6x в точке x=-1.,f(x)=1x^3 - 6x^2 - 6x функциясының туындысын x=-1 нүктесінде табыңыз.,11|9|10|8,11|9|10|8,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 6x в точке x=0.,f(x)=1x^3 - 6x^2 - 6x функциясының туындысын x=0 нүктесінде табыңыз.,-7|-4|-5|-6,-7|-4|-5|-6,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 6x в точке x=1.,f(x)=1x^3 - 6x^2 - 6x функциясының туындысын x=1 нүктесінде табыңыз.,-13|-14|-16|-15,-13|-14|-16|-15,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 6x в точке x=2.,f(x)=1x^3 - 6x^2 - 6x функциясының туындысын x=2 нүктесінде табыңыз.,-17|-19|-16|-18,-17|-19|-16|-18,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 6x в точке x=3.,f(x)=1x^3 - 6x^2 - 6x функциясының туындысын x=3 нүктесінде табыңыз.,-14|-16|-13|-15,-14|-16|-13|-15,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 5x в точке x=-3.,f(x)=1x^3 - 6x^2 - 5x функциясының туындысын x=-3 нүктесінде табыңыз.,58|59|60|57,58|59|60|57,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 5x в точке x=-2.,f(x)=1x^3 - 6x^2 - 5x функциясының туындысын x=-2 нүктесінде табыңыз.,33|32|31|30,33|32|31|30,3,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 5x в точке x=-1.,f(x)=1x^3 - 6x^2 - 5x функциясының туындысын x=-1 нүктесінде табыңыз.,11|10|12|9,11|10|12|9,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 5x в точке x=0.,f(x)=1x^3 - 6x^2 - 5x функциясының туындысын x=0 нүктесінде табыңыз.,-4|-3|-6|-5,-4|-3|-6|-5,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 5x в точке x=1.,f(x)=1x^3 - 6x^2 - 5x функциясының туындысын x=1 нүктесінде табыңыз.,-14|-12|-15|-13,-14|-12|-15|-13,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 5x в точке x=2.,f(x)=1x^3 - 6x^2 - 5x функциясының туындысын x=2 нүктесінде табыңыз.,-18|-17|-15|-16,-18|-17|-15|-16,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 5x в точке x=3.,f(x)=1x^3 - 6x^2 - 5x функциясының туындысын x=3 нүктесінде табыңыз.,-12|-14|-13|-15,-12|-14|-13|-15,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 4x в точке x=-3.,f(x)=1x^3 - 6x^2 - 4x функциясының туындысын x=-3 нүктесінде табыңыз.,61|60|59|58,61|60|59|58,3,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 4x в точке x=-2.,f(x)=1x^3 - 6x^2 - 4x функциясының туындысын x=-2 нүктесінде табыңыз.,32|31|34|33,32|31|34|33,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 4x в точке x=-1.,f(x)=1x^3 - 6x^2 - 4x функциясының туындысын x=-1 нүктесінде табыңыз.,10|11|13|12,10|11|13|12,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 4x в точке x=0.,f(x)=1x^3 - 6x^2 - 4x функциясының туындысын x=0 нүктесінде табыңыз.,-2|-4|-5|-3,-2|-4|-5|-3,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 4x в точке x=1.,f(x)=1x^3 - 6x^2 - 4x функциясының туындысын x=1 нүктесінде табыңыз.,-11|-12|-13|-14,-11|-12|-13|-14,3,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 4x в точке x=2.,f(x)=1x^3 - 6x^2 - 4x функциясының туындысын x=2 нүктесінде табыңыз.,-14|-15|-17|-16,-14|-15|-17|-16,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 4x в точке x=3.,f(x)=1x^3 - 6x^2 - 4x функциясының туындысын x=3 нүктесінде табыңыз.,-14|-12|-13|-11,-14|-12|-13|-11,3,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 3x в точке x=-3.,f(x)=1x^3 - 6x^2 - 3x функциясының туындысын x=-3 нүктесінде табыңыз.,60|61|59|62,60|61|59|62,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 3x в точке x=-2.,f(x)=1x^3 - 6x^2 - 3x функциясының туындысын x=-2 нүктесінде табыңыз.,34|33|35|32,34|33|35|32,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 3x в точке x=-1.,f(x)=1x^3 - 6x^2 - 3x функциясының туындысын x=-1 нүктесінде табыңыз.,12|11|13|14,12|11|13|14,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 3x в точке x=0.,f(x)=1x^3 - 6x^2 - 3x функциясының туындысын x=0 нүктесінде табыңыз.,-2|-1|-4|-3,-2|-1|-4|-3,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 3x в точке x=1.,f(x)=1x^3 - 6x^2 - 3x функциясының туындысын x=1 нүктесінде табыңыз.,-10|-12|-13|-11,-10|-12|-13|-11,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 3x в точке x=2.,f(x)=1x^3 - 6x^2 - 3x функциясының туындысын x=2 нүктесінде табыңыз.,-15|-16|-13|-14,-15|-16|-13|-14,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 3x в точке x=3.,f(x)=1x^3 - 6x^2 - 3x функциясының туындысын x=3 нүктесінде табыңыз.,-13|-10|-11|-12,-13|-10|-11|-12,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 2x в точке x=-3.,f(x)=1x^3 - 6x^2 - 2x функциясының туындысын x=-3 нүктесінде табыңыз.,61|60|63|62,61|60|63|62,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 2x в точке x=-2.,f(x)=1x^3 - 6x^2 - 2x функциясының туындысын x=-2 нүктесінде табыңыз.,34|33|36|35,34|33|36|35,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 2x в точке x=-1.,f(x)=1x^3 - 6x^2 - 2x функциясының туындысын x=-1 нүктесінде табыңыз.,15|14|12|13,15|14|12|13,4,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 2x в точке x=0.,f(x)=1x^3 - 6x^2 - 2x функциясының туындысын x=0 нүктесінде табыңыз.,-1|-2|0|-3,-1|-2|0|-3,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 2x в точке x=1.,f(x)=1x^3 - 6x^2 - 2x функциясының туындысын x=1 нүктесінде табыңыз.,-11|-10|-12|-9,-11|-10|-12|-9,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 2x в точке x=2.,f(x)=1x^3 - 6x^2 - 2x функциясының туындысын x=2 нүктесінде табыңыз.,-15|-14|-12|-13,-15|-14|-12|-13,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 2x в точке x=3.,f(x)=1x^3 - 6x^2 - 2x функциясының туындысын x=3 нүктесінде табыңыз.,-11|-9|-12|-10,-11|-9|-12|-10,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 1x в точке x=-3.,f(x)=1x^3 - 6x^2 - 1x функциясының туындысын x=-3 нүктесінде табыңыз.,62|63|64|61,62|63|64|61,1,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
Математика,hard,single_choice,Производная,Туынды,Найдите значение производной функции f(x)=1x^3 - 6x^2 - 1x в точке x=-2.,f(x)=1x^3 - 6x^2 - 1x функциясының туындысын x=-2 нүктесінде табыңыз.,36|35|34|37,36|35|34|37,2,,,,,"f'(x)=3ax^2+2bx+c, подставьте x0.","f'(x)=3ax^2+2bx+c, x0 мәнін қойыңыз."
